"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Pull (shoulders & back)","7 Sep 2025, 19:20","7 Sep 2025, 20:34","","Seated Overhead Press (Dumbbell)",,"",1,"normal",40,11,,,
"Pull (shoulders & back)","7 Sep 2025, 19:20","7 Sep 2025, 20:34","","Seated Overhead Press (Dumbbell)",,"",2,"normal",40,11,,,
"Pull (shoulders & back)","7 Sep 2025, 19:20","7 Sep 2025, 20:34","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,8,,,
"Pull (shoulders & back)","7 Sep 2025, 19:20","7 Sep 2025, 20:34","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",55,7,,,
"Pull (shoulders & back)","7 Sep 2025, 19:20","7 Sep 2025, 20:34","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",55,8,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Hip Thrust (Barbell)",,"",0,"normal",50,10,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Hip Thrust (Barbell)",,"",1,"normal",70,11,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Hip Thrust (Barbell)",,"",2,"normal",90,10,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Hip Thrust (Barbell)",,"",3,"normal",90,4,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Sumo Squat (Dumbbell)",,"",0,"normal",35,6,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Sumo Squat (Dumbbell)",,"",1,"normal",35,8,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","Sumo Squat (Dumbbell)",,"",2,"normal",35,8,,,
"Glutes","4 Sep 2025, 12:23","4 Sep 2025, 13:38","","EZ Bar Biceps Curl",,"",0,"normal",30,7,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Rear Delt Reverse Fly (Machine)",,"",1,"normal",50,8,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Rear Delt Reverse Fly (Machine)",,"",2,"normal",50,7,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Butterfly (Pec Deck)",,"",0,"normal",50,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Butterfly (Pec Deck)",,"",1,"normal",50,8,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Butterfly (Pec Deck)",,"",2,"normal",50,7,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Face Pull",,"",0,"normal",25,6,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Face Pull",,"",1,"normal",25,8,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Face Pull",,"",2,"normal",25,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Incline Bench Press (Barbell)",,"",0,"normal",45,6,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Incline Bench Press (Barbell)",,"",1,"normal",55,4,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Incline Bench Press (Barbell)",,"",2,"normal",65,1,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",66,5,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",60,7,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","EZ Bar Biceps Curl",,"",0,"normal",30,7,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","EZ Bar Biceps Curl",,"",1,"normal",30,5,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Hip Thrust (Barbell)",,"Last set pusles at top",0,"warmup",50,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Hip Thrust (Barbell)",,"Last set pusles at top",1,"normal",70,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Hip Thrust (Barbell)",,"Last set pusles at top",2,"normal",90,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Hip Thrust (Barbell)",,"Last set pusles at top",3,"normal",90,6,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Side Bend",,"Weight 10",0,"normal",,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Side Bend",,"Weight 10",1,"normal",,8,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Side Bend",,"Weight 10",2,"normal",,10,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Cross Body Hammer Curl",,"",0,"normal",24,8,,,
"Last workout in this gym?","28 Aug 2025, 12:32","28 Aug 2025, 14:24","Those glutes on fire!","Cross Body Hammer Curl",,"",1,"normal",24,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Romanian Deadlift (Barbell)",,"",0,"normal",75,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Romanian Deadlift (Barbell)",,"",1,"normal",75,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Romanian Deadlift (Barbell)",,"",2,"normal",85,7,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Thrust (Barbell)",,"Last set was pulses at top",0,"normal",50,10,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Thrust (Barbell)",,"Last set was pulses at top",1,"normal",70,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Thrust (Barbell)",,"Last set was pulses at top",2,"normal",90,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Thrust (Barbell)",,"Last set was pulses at top",3,"normal",90,4,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","EZ Bar Biceps Curl",,"",0,"normal",30,7,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","EZ Bar Biceps Curl",,"",1,"normal",30,5,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","EZ Bar Biceps Curl",,"",2,"normal",30,6,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Sumo Squat (Dumbbell)",,"Dont feel right",0,"normal",30,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Sumo Squat (Dumbbell)",,"Dont feel right",1,"normal",30,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,11,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Side Bend",,"Weighted 10lbs",0,"normal",,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Side Bend",,"Weighted 10lbs",1,"normal",,10,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Abduction (Machine)",,"",0,"normal",100,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Abduction (Machine)",,"",1,"normal",120,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Abduction (Machine)",,"",2,"normal",150,6,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Adduction (Machine)",,"",0,"normal",70,8,,,
"Glutes","25 Aug 2025, 20:55","25 Aug 2025, 22:26","Flappers","Hip Adduction (Machine)",,"",1,"normal",60,7,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Rear Delt Reverse Fly (Machine)",,"Uneven on the right side",0,"normal",40,10,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Rear Delt Reverse Fly (Machine)",,"Uneven on the right side",1,"normal",45,9,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Rear Delt Reverse Fly (Machine)",,"Uneven on the right side",2,"normal",50,8,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Butterfly (Pec Deck)",,"",0,"normal",50,8,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Butterfly (Pec Deck)",,"",1,"normal",45,11,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Butterfly (Pec Deck)",,"",2,"normal",50,6,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Bench Press (Barbell)",,"Rusty.",0,"normal",55,8,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Bench Press (Barbell)",,"Rusty.",1,"normal",65,5,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Bicep Curl (Barbell)",,"Ez bar",0,"normal",30,4,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Bicep Curl (Barbell)",,"Ez bar",1,"normal",20,8,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","EZ Bar Biceps Curl",,"",0,"normal",30,6,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","EZ Bar Biceps Curl",,"",1,"normal",30,5,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","EZ Bar Biceps Curl",,"",2,"normal",30,6,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Hip Adduction (Machine)",,"",0,"normal",70,8,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Hip Adduction (Machine)",,"",1,"normal",60,7,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Hip Abduction (Machine)",,"",0,"normal",100,10,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Hip Abduction (Machine)",,"",1,"normal",110,9,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Side Bend",,"Weighted 10lbs",0,"normal",,12,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Side Bend",,"Weighted 10lbs",1,"normal",,10,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Side Bend",,"Weighted 10lbs",2,"normal",,10,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Face Pull",,"Elmo approved",0,"normal",15,6,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Face Pull",,"Elmo approved",1,"normal",25,6,,,
"Learned face pulls","22 Aug 2025, 12:43","22 Aug 2025, 14:40","@elbaldo helped me unlocked a part of my shoulders I never felt before 😩","Face Pull",,"Elmo approved",2,"normal",25,8,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Seated Row (Machine)",,"",0,"normal",40,10,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Seated Row (Machine)",,"",1,"normal",45,8,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Seated Row (Machine)",,"",2,"normal",45,10,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Sumo Squat (Dumbbell)",,"",0,"normal",30,12,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Sumo Squat (Dumbbell)",,"",1,"normal",30,15,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Sumo Squat (Dumbbell)",,"",2,"normal",35,10,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Romanian Deadlift (Dumbbell)",,"",0,"normal",50,15,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Romanian Deadlift (Dumbbell)",,"",1,"normal",70,8,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Romanian Deadlift (Dumbbell)",,"",2,"normal",70,6,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Leg Press (Machine)",,"",0,"normal",135,15,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Leg Press (Machine)",,"",1,"normal",210,12,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Leg Press (Machine)",,"",2,"normal",230,15,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Full Squat",,"",0,"warmup",45,12,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Full Squat",,"",1,"normal",95,6,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Full Squat",,"",2,"normal",95,6,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Full Squat",,"",3,"normal",60,10,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Hip Thrust (Barbell)",,"",0,"normal",65,12,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Hip Thrust (Barbell)",,"",1,"failure",105,15,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Scapular Pull Ups",,"",0,"normal",,12,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Scapular Pull Ups",,"",1,"normal",,8,,,
"Booty kinda","20 Aug 2025, 21:41","20 Aug 2025, 23:14","","Scapular Pull Ups",,"",2,"normal",,8,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,6,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",55,8,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",55,7,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown (Cable)",,"",0,"normal",55,7,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown (Cable)",,"",1,"normal",66,5,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Lat Pulldown (Cable)",,"",2,"normal",55,6,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Triceps Rope Pushdown",,"",0,"normal",27,8,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Triceps Rope Pushdown",,"",1,"normal",27,7,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Triceps Rope Pushdown",,"",2,"normal",27,8,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,6,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Seated Cable Row - V Grip (Cable)",,"",1,"normal",55,7,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,8,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Bench Press (Barbell)",,"",0,"normal",55,6,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Bench Press (Barbell)",,"",1,"normal",65,3,,,
"Pull ( back & triceps )","18 Aug 2025, 21:12","18 Aug 2025, 22:45","Bench is weak as hell","Bench Press (Barbell)",,"",2,"normal",75,1,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Raise Parallel Bars",,"",2,"normal",,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Raise Parallel Bars",,"",3,"normal",,12,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Deadlift (Barbell)",,"",0,"normal",65,12,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Deadlift (Barbell)",,"",1,"normal",85,6,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Deadlift (Barbell)",,"",2,"normal",75,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Hip Thrust (Barbell)",,"",0,"normal",95,11,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Hip Thrust (Barbell)",,"",1,"normal",115,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Hip Thrust (Barbell)",,"",2,"normal",115,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Press (Machine)",,"",0,"normal",165,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Press (Machine)",,"",1,"normal",185,6,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Leg Press (Machine)",,"",2,"normal",135,15,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Leg Curl (Machine)",,"",0,"normal",70,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Leg Curl (Machine)",,"",1,"normal",80,9,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Leg Curl (Machine)",,"",2,"normal",80,5,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Leg Curl (Machine)",,"",3,"normal",80,7,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Back Extension (Weighted Hyperextension)",,"",3,"normal",30,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Bicep Curl (Dumbbell)",,"",0,"normal",24,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Bicep Curl (Dumbbell)",,"",1,"normal",30,5,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Bicep Curl (Dumbbell)",,"",2,"normal",30,4,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Row (Machine)",,"",0,"normal",40,8,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Row (Machine)",,"",1,"normal",40,7,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Seated Row (Machine)",,"",2,"normal",40,9,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,10,,,
"Glute day","17 Aug 2025, 21:51","17 Aug 2025, 23:58","Tried pre workout, nothing burns is that the C4?","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,10,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",66,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",55,11,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",66,5,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Rope Pushdown",,"",0,"normal",27,7,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Rope Pushdown",,"",1,"normal",27,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Rope Pushdown",,"",2,"normal",27,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Sumo Squat (Dumbbell)",,"",0,"normal",30,8,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Sumo Squat (Dumbbell)",,"",1,"normal",30,11,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Sumo Squat (Dumbbell)",,"",2,"normal",30,8,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Romanian Deadlift (Dumbbell)",,"",0,"normal",60,11,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Romanian Deadlift (Dumbbell)",,"",1,"normal",60,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Romanian Deadlift (Dumbbell)",,"",2,"normal",60,11,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Pushdown",,"",0,"normal",25,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Pushdown",,"",1,"normal",25,8,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Triceps Pushdown",,"",2,"normal",25,6,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Plate Front Raise",,"",0,"normal",10,15,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Plate Front Raise",,"",1,"normal",10,15,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Plate Front Raise",,"",2,"normal",10,15,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Leg Raise Parallel Bars",,"",2,"normal",,10,,,
"Pull ( back & triceps ) ish","15 Aug 2025, 21:55","15 Aug 2025, 23:29","@cicigymer123","Leg Raise Parallel Bars",,"",3,"normal",,12,,,
"Pro personal trainer","13 Aug 2025, 21:53","13 Aug 2025, 23:47","","Lat Pulldown (Cable)",,"",0,"normal",55,10,,,
"Pro personal trainer","13 Aug 2025, 21:53","13 Aug 2025, 23:47","","Lat Pulldown (Cable)",,"",1,"normal",66,8,,,
"Pro personal trainer","13 Aug 2025, 21:53","13 Aug 2025, 23:47","","Lat Pulldown (Cable)",,"",2,"normal",66,7,,,
"Pro personal trainer","13 Aug 2025, 21:53","13 Aug 2025, 23:47","","Leg Press (Machine)",,"",0,"warmup",90,10,,,
