"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Oh shucks, feeling the knobs today","5 Jun 2025, 18:18","5 Jun 2025, 19:25","Back","Incline Bench Press (Barbell)",,"",1,"normal",55,7,,,
"Oh shucks, feeling the knobs today","5 Jun 2025, 18:18","5 Jun 2025, 19:25","Back","Back Extension (Weighted Hyperextension)",,"",0,"warmup",,15,,,
"Oh shucks, feeling the knobs today","5 Jun 2025, 18:18","5 Jun 2025, 19:25","Back","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,12,,,
"Oh shucks, feeling the knobs today","5 Jun 2025, 18:18","5 Jun 2025, 19:25","Back","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,12,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",0,"normal",55,12,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",1,"normal",55,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Lat Pulldown (Cable)",,"",2,"normal",66,4,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",55,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",66,4,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Seated Shoulder Press (Machine)",,"",0,"normal",35,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Seated Shoulder Press (Machine)",,"",1,"normal",35,4,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Triceps Dip (Assisted)",,"",0,"normal",20,12,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Triceps Dip (Assisted)",,"",1,"normal",20,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Triceps Dip (Assisted)",,"",2,"normal",20,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,10,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Standing Cable Glute Kickbacks",,"",0,"normal",15,10,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Standing Cable Glute Kickbacks",,"",1,"normal",15,8,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Bench Press (Barbell)",,"",0,"warmup",45,6,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Bench Press (Barbell)",,"",1,"normal",55,6,,,
"Ewo","2 Jun 2025, 19:27","2 Jun 2025, 21:09","","Bench Press (Barbell)",,"",2,"normal",65,4,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bent Over Row (Barbell)",,"",0,"normal",50,10,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bent Over Row (Barbell)",,"",1,"normal",50,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bent Over Row (Barbell)",,"",2,"normal",50,6,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Adduction (Machine)",,"",0,"normal",60,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Adduction (Machine)",,"",1,"normal",65,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Adduction (Machine)",,"",2,"normal",60,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Abduction (Machine)",,"",0,"normal",90,15,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Abduction (Machine)",,"",1,"normal",110,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Hip Abduction (Machine)",,"",2,"normal",120,10,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bicep Curl (Dumbbell)",,"",0,"normal",24,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bicep Curl (Dumbbell)",,"",1,"normal",24,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Bicep Curl (Dumbbell)",,"",2,"normal",24,4,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Cross Body Hammer Curl",,"",0,"normal",24,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Cross Body Hammer Curl",,"",1,"normal",24,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Cross Body Hammer Curl",,"",2,"normal",24,6,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,8,,,
"Busy gym day","27 May 2025, 19:38","27 May 2025, 20:38","","Back Extension (Weighted Hyperextension)",,"",2,"normal",45,6,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Bench Press (Barbell)",,"",1,"normal",55,6,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Bench Press (Barbell)",,"",2,"normal",65,4,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Bench Press (Barbell)",,"",3,"normal",75,1,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Triceps Pushdown",,"",0,"normal",20,10,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Triceps Pushdown",,"",1,"normal",20,10,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Lat Pulldown (Cable)",,"",0,"normal",55,8,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",55,8,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",40,10,,,
"Done","21 May 2025, 16:15","21 May 2025, 16:54","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",43,6,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,10,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Lat Pulldown (Cable)",,"",0,"normal",55,8,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Lat Pulldown (Cable)",,"",1,"normal",49,8,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Lat Pulldown (Cable)",,"",2,"normal",66,7,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",55,7,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",55,7,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",66,4,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Triceps Rope Pushdown",,"",0,"normal",22,12,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Triceps Rope Pushdown",,"",1,"normal",27,8,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Triceps Rope Pushdown",,"",2,"normal",27,4,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Bent Over Row (Barbell)",,"",0,"normal",40,8,,,
"Pull ( back & triceps )","14 May 2025, 16:50","14 May 2025, 18:11","Ewww that’s hideous","Bent Over Row (Barbell)",,"",1,"normal",50,8,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Pull Up (Assisted)",,"",0,"normal",44,10,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,10,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,8,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,8,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Lying Leg Curl (Machine)",,"",0,"normal",55,12,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Lying Leg Curl (Machine)",,"",1,"normal",,12,,,
"Chicken Briyani","4 May 2025, 11:03","4 May 2025, 11:43","@cicigymer123 @jazzy_rice","Lying Leg Curl (Machine)",,"",2,"normal",75,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Lat Pulldown (Cable)",,"",0,"normal",55,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Lat Pulldown (Cable)",,"",1,"normal",55,10,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Lat Pulldown (Cable)",,"",2,"normal",55,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Triceps Rope Pushdown",,"",0,"normal",20,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Triceps Rope Pushdown",,"",1,"normal",20,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Triceps Rope Pushdown",,"",2,"normal",20,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Bench Press (Barbell)",,"",0,"normal",55,8,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Bench Press (Barbell)",,"",1,"normal",55,6,,,
"I dnt remember what we did.","2 May 2025, 16:02","2 May 2025, 17:03","Does Sunua for 10 mins count","Bench Press (Barbell)",,"",2,"normal",65,3,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Squat (Smith Machine)",,"",0,"normal",45,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Squat (Smith Machine)",,"",1,"normal",65,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Squat (Smith Machine)",,"",2,"normal",95,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Standing Cable Glute Kickbacks",,"",0,"normal",10,10,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Standing Cable Glute Kickbacks",,"",1,"normal",10,6,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Hip Adduction (Machine)",,"",0,"normal",70,12,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Hip Adduction (Machine)",,"",1,"normal",70,8,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Hip Abduction (Machine)",,"",0,"normal",90,10,,,
"Lower body time","27 Apr 2025, 11:53","27 Apr 2025, 13:26","@cicigymer123","Hip Abduction (Machine)",,"",1,"normal",100,8,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Seated Row (Machine)",,"",0,"normal",30,12,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Seated Row (Machine)",,"",1,"normal",40,6,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Seated Row (Machine)",,"",2,"normal",35,10,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,10,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bench Press (Barbell)",,"",1,"normal",55,5,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bench Press (Barbell)",,"",2,"normal",50,8,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bent Over Row (Barbell)",,"",0,"normal",30,10,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bent Over Row (Barbell)",,"",1,"normal",30,11,,,
"Pull ( back & triceps )","25 Apr 2025, 17:23","25 Apr 2025, 18:23","","Bent Over Row (Barbell)",,"",2,"normal",40,13,,,
"Oops","23 Apr 2025, 16:20","23 Apr 2025, 17:19","","Plank",,"",0,"normal",,,,102,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Bench Press (Barbell)",,"",0,"normal",45,8,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Bench Press (Barbell)",,"",1,"normal",55,8,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Bench Press (Barbell)",,"",2,"normal",66,4,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Bicep Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Pull Up",,"",0,"normal",,2,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Lat Pulldown (Cable)",,"",0,"normal",44,8,,,
"Quick nd easy chat","19 Apr 2025, 16:24","19 Apr 2025, 17:06","Keeping it simple.","Lat Pulldown (Cable)",,"",1,"normal",55,6,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Leg Curl (Machine)",,"",0,"normal",80,12,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Leg Curl (Machine)",,"",1,"normal",80,9,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Leg Curl (Machine)",,"",2,"normal",90,6,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Leg Extension (Machine)",,"",0,"normal",100,7,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Leg Extension (Machine)",,"",1,"normal",100,10,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Leg Extension (Machine)",,"",2,"normal",105,6,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Shoulder Press (Machine)",,"",0,"normal",40,8,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Shoulder Press (Machine)",,"",1,"normal",40,10,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Seated Shoulder Press (Machine)",,"",2,"normal",40,4,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,15,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,10,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Bicep Curl (Dumbbell)",,"",0,"normal",12,8,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Bicep Curl (Dumbbell)",,"",1,"normal",15,5,,,
"Everything is wrong 😑","16 Apr 2025, 15:43","16 Apr 2025, 16:35","","Bicep Curl (Dumbbell)",,"",2,"normal",15,5,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Leg Press Horizontal (Machine)",,"",0,"normal",160,15,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Leg Press Horizontal (Machine)",,"",1,"normal",180,10,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Leg Press Horizontal (Machine)",,"",2,"normal",160,12,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Seated Leg Curl (Machine)",,"",0,"normal",70,12,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Seated Leg Curl (Machine)",,"",1,"normal",80,9,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Seated Leg Curl (Machine)",,"",2,"normal",80,8,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,15,,,
"Quick one","30 Mar 2025, 20:29","30 Mar 2025, 21:10","","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,6,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Leg Press Horizontal (Machine)",,"",0,"normal",160,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Leg Press Horizontal (Machine)",,"",1,"normal",180,10,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Leg Press Horizontal (Machine)",,"",2,"normal",160,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Leg Extension (Machine)",,"",0,"normal",85,10,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Leg Extension (Machine)",,"",1,"normal",85,10,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Seated Shoulder Press (Machine)",,"",0,"normal",30,12,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Seated Shoulder Press (Machine)",,"",1,"normal",35,10,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Seated Shoulder Press (Machine)",,"",2,"normal",40,6,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Lat Pulldown (Cable)",,"",0,"normal",52,10,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Lat Pulldown (Cable)",,"",1,"normal",60,8,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",52,6,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Cross Body Hammer Curl",,"",0,"normal",24,8,,,
"No Cici today","24 Mar 2025, 19:23","24 Mar 2025, 20:23","@cicigymer123","Cross Body Hammer Curl",,"",1,"normal",24,6,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Lat Pulldown (Cable)",,"",0,"normal",44,11,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Lat Pulldown (Cable)",,"",1,"normal",44,10,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Lat Pulldown (Cable)",,"",2,"normal",52,5,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",44,6,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",44,6,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Seated Leg Curl (Machine)",,"",0,"normal",70,8,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Seated Leg Curl (Machine)",,"",1,"normal",65,12,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Seated Leg Curl (Machine)",,"",2,"normal",80,8,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Leg Press Horizontal (Machine)",,"",0,"normal",160,15,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Leg Press Horizontal (Machine)",,"",1,"normal",180,10,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Leg Press Horizontal (Machine)",,"",2,"normal",200,6,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Cross Body Hammer Curl",,"",0,"normal",30,6,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Cross Body Hammer Curl",,"",1,"normal",20,15,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Cross Body Hammer Curl",,"",2,"normal",30,4,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,10,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,8,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Seated Shoulder Press (Machine)",,"",0,"normal",30,12,,,
"Back for the grind day 1","9 Mar 2025, 10:42","9 Mar 2025, 11:50","Struggling with 35lbs 🤡","Seated Shoulder Press (Machine)",,"",1,"normal",35,6,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Lat Pulldown (Cable)",,"",0,"normal",44,12,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Lat Pulldown (Cable)",,"",1,"normal",55,8,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Lat Pulldown (Cable)",,"",2,"normal",66,4,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",44,8,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",55,8,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Triceps Rope Pushdown",,"",0,"normal",22,10,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Triceps Rope Pushdown",,"",1,"normal",28,5,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Triceps Rope Pushdown",,"",2,"normal",22,5,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Back Extension (Weighted Hyperextension)",,"",0,"normal",25,12,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Back Extension (Weighted Hyperextension)",,"",1,"normal",25,12,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Back Extension (Weighted Hyperextension)",,"",2,"normal",25,12,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"I’m tofu","17 Feb 2025, 21:25","17 Feb 2025, 22:32","","Leg Raise Parallel Bars",,"",1,"normal",,12,,,
